,arg1,arg2,verb,sentence,verb_idx,label,new_column
290,story,,lend, This story would lend itself well to serialization on television .,3,1,"[(' ', 'SPACE'), ('This', 'DET'), ('story', 'NOUN'), ('would', 'AUX'), ('lend', 'VERB'), ('itself', 'PRON'), ('well', 'ADV'), ('to', 'ADP'), ('serialization', 'NOUN'), ('on', 'ADP'), ('television', 'NOUN'), ('.', 'PUNCT')]"
291,criticism,,level, level criticism or charges at somebody .,0,1,"[(' ', 'SPACE'), ('level', 'NOUN'), ('criticism', 'NOUN'), ('or', 'CCONJ'), ('charges', 'NOUN'), ('at', 'ADP'), ('somebody', 'PRON'), ('.', 'PUNCT')]"
292,building,,level, The building was levelled .,3,0,"[(' ', 'SPACE'), ('The', 'DET'), ('building', 'NOUN'), ('was', 'AUX'), ('levelled', 'VERB'), ('.', 'PUNCT')]"
293,ground,,level, The ground levelled off .,2,0,"[(' ', 'SPACE'), ('The', 'DET'), ('ground', 'NOUN'), ('levelled', 'VERB'), ('off', 'ADP'), ('.', 'PUNCT')]"
294,fate,,lie, The fate of Bosnia lies in the hands of the West .,4,1,"[(' ', 'SPACE'), ('The', 'DET'), ('fate', 'NOUN'), ('of', 'ADP'), ('Bosnia', 'PROPN'), ('lies', 'VERB'), ('in', 'ADP'), ('the', 'DET'), ('hands', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('West', 'PROPN'), ('.', 'PUNCT')]"
295,conversation,,lighten, the conversation lightened me up a bit .,2,1,"[(' ', 'SPACE'), ('the', 'DET'), ('conversation', 'NOUN'), ('lightened', 'VERB'), ('me', 'PRON'), ('up', 'ADP'), ('a', 'DET'), ('bit', 'NOUN'), ('.', 'PUNCT')]"
296,load,,lighten, she lightened the load on the tired donkey .,1,0,"[(' ', 'SPACE'), ('she', 'PRON'), ('lightened', 'VERB'), ('the', 'DET'), ('load', 'NOUN'), ('on', 'ADP'), ('the', 'DET'), ('tired', 'ADJ'), ('donkey', 'NOUN'), ('.', 'PUNCT')]"
297,room,,lighten, The room lightened up .,2,0,"[(' ', 'SPACE'), ('The', 'DET'), ('room', 'NOUN'), ('lightened', 'VERB'), ('up', 'ADP'), ('.', 'PUNCT')]"
298,tree,,line, trees line the riverbank .,1,1,"[(' ', 'SPACE'), ('trees', 'NOUN'), ('line', 'VERB'), ('the', 'DET'), ('riverbank', 'NOUN'), ('.', 'PUNCT')]"
299,sorrow,,line, sorrow had lined his face .,2,1,"[(' ', 'SPACE'), ('sorrow', 'NOUN'), ('had', 'AUX'), ('lined', 'VERB'), ('his', 'PRON'), ('face', 'NOUN'), ('.', 'PUNCT')]"
300,book,,line, lined books are more enduring .,0,0,"[(' ', 'SPACE'), ('lined', 'VERB'), ('books', 'NOUN'), ('are', 'AUX'), ('more', 'ADV'), ('enduring', 'ADJ'), ('.', 'PUNCT')]"
301,truck,,load, load the truck with hay .,0,0,"[(' ', 'SPACE'), ('load', 'VERB'), ('the', 'DET'), ('truck', 'NOUN'), ('with', 'ADP'), ('hay', 'NOUN'), ('.', 'PUNCT')]"
302,gun,,load, He loaded his gun carefully .,1,0,"[(' ', 'SPACE'), ('He', 'PRON'), ('loaded', 'VERB'), ('his', 'PRON'), ('gun', 'NOUN'), ('carefully', 'ADV'), ('.', 'PUNCT')]"
303,bag,,load, load the bags onto the trucks .,0,0,"[(' ', 'SPACE'), ('load', 'VERB'), ('the', 'DET'), ('bags', 'NOUN'), ('onto', 'ADP'), ('the', 'DET'), ('trucks', 'NOUN'), ('.', 'PUNCT')]"
304,bike,,lock, Lock the bike to the fence !,0,0,"[(' ', 'SPACE'), ('Lock', 'VERB'), ('the', 'DET'), ('bike', 'NOUN'), ('to', 'ADP'), ('the', 'DET'), ('fence', 'NOUN'), ('!', 'PUNCT')]"
305,knee,,lock, The therapist noticed that the patient 's knees tended to lock in this exercise .,10,0,"[(' ', 'SPACE'), ('The', 'DET'), ('therapist', 'NOUN'), ('noticed', 'VERB'), ('that', 'SCONJ'), ('the', 'DET'), ('patient', 'NOUN'), (""'s"", 'PART'), ('knees', 'NOUN'), ('tended', 'VERB'), ('to', 'PART'), ('lock', 'VERB'), ('in', 'ADP'), ('this', 'DET'), ('exercise', 'NOUN'), ('.', 'PUNCT')]"
306,hand,,lock, He locked his hands around her neck .,1,1,"[(' ', 'SPACE'), ('He', 'PRON'), ('locked', 'VERB'), ('his', 'PRON'), ('hands', 'NOUN'), ('around', 'ADP'), ('her', 'PRON'), ('neck', 'NOUN'), ('.', 'PUNCT')]"
307,laughing,,lock, He was locked in a laughing fit .,2,1,"[(' ', 'SPACE'), ('He', 'PRON'), ('was', 'AUX'), ('locked', 'VERB'), ('in', 'ADP'), ('a', 'DET'), ('laughing', 'VERB'), ('fit', 'NOUN'), ('.', 'PUNCT')]"
308,jewel,,lock, She locked her jewels in the safe .,1,0,"[(' ', 'SPACE'), ('She', 'PRON'), ('locked', 'VERB'), ('her', 'PRON'), ('jewels', 'NOUN'), ('in', 'ADP'), ('the', 'DET'), ('safe', 'ADJ'), ('.', 'PUNCT')]"
309,bicycle,,loop, The bicycle looped around the tree .,2,1,"[(' ', 'SPACE'), ('The', 'DET'), ('bicycle', 'NOUN'), ('looped', 'VERB'), ('around', 'ADP'), ('the', 'DET'), ('tree', 'NOUN'), ('.', 'PUNCT')]"
310,plane,,loop, The stunt pilot looped his plane .,3,0,"[(' ', 'SPACE'), ('The', 'DET'), ('stunt', 'NOUN'), ('pilot', 'NOUN'), ('looped', 'VERB'), ('his', 'PRON'), ('plane', 'NOUN'), ('.', 'PUNCT')]"
311,surface,,map, map the surface of Venus .,0,0,"[(' ', 'SPACE'), ('map', 'VERB'), ('the', 'DET'), ('surface', 'NOUN'), ('of', 'ADP'), ('Venus', 'PROPN'), ('.', 'PUNCT')]"
312,galaxy,,map, We have n't even begun to map the many galaxies that we know exist .,6,0,"[(' ', 'SPACE'), ('We', 'PRON'), ('have', 'AUX'), (""n't"", 'PART'), ('even', 'ADV'), ('begun', 'VERB'), ('to', 'PART'), ('map', 'VERB'), ('the', 'DET'), ('many', 'ADJ'), ('galaxies', 'NOUN'), ('that', 'PRON'), ('we', 'PRON'), ('know', 'VERB'), ('exist', 'VERB'), ('.', 'PUNCT')]"
313,sorrow,,map, sorrow was mapped on the mother 's face .,2,1,"[(' ', 'SPACE'), ('sorrow', 'NOUN'), ('was', 'AUX'), ('mapped', 'VERB'), ('on', 'ADP'), ('the', 'DET'), ('mother', 'NOUN'), (""'s"", 'PART'), ('face', 'NOUN'), ('.', 'PUNCT')]"
314,prisoner,,march, The Japanese marched their prisoners through Manchuria .,2,0,"[(' ', 'SPACE'), ('The', 'DET'), ('Japanese', 'PROPN'), ('marched', 'VERB'), ('their', 'PRON'), ('prisoners', 'NOUN'), ('through', 'ADP'), ('Manchuria', 'PROPN'), ('.', 'PUNCT')]"
315,contribution,,match, The company matched the employees ' contributions .,2,1,"[(' ', 'SPACE'), ('The', 'DET'), ('company', 'NOUN'), ('matched', 'VERB'), ('the', 'DET'), ('employees', 'NOUN'), (""'"", 'PART'), ('contributions', 'NOUN'), ('.', 'PUNCT')]"
316,dream,,match, This job does n't match my dreams .,4,1,"[(' ', 'SPACE'), ('This', 'DET'), ('job', 'NOUN'), ('does', 'AUX'), (""n't"", 'PART'), ('match', 'VERB'), ('my', 'PRON'), ('dreams', 'NOUN'), ('.', 'PUNCT')]"
317,athlete,,match, Let them match their best athletes against ours .,2,1,"[(' ', 'SPACE'), ('Let', 'VERB'), ('them', 'PRON'), ('match', 'VERB'), ('their', 'PRON'), ('best', 'ADJ'), ('athletes', 'NOUN'), ('against', 'ADP'), ('ours', 'PRON'), ('.', 'PUNCT')]"
318,piece,,match, The two pieces match .,3,0,"[(' ', 'SPACE'), ('The', 'DET'), ('two', 'NUM'), ('pieces', 'NOUN'), ('match', 'VERB'), ('.', 'PUNCT')]"
319,experience,,mellow, Age and experience mellowed him over the years .,3,1,"[(' ', 'SPACE'), ('Age', 'PROPN'), ('and', 'CCONJ'), ('experience', 'NOUN'), ('mellowed', 'VERB'), ('him', 'PRON'), ('over', 'ADP'), ('the', 'DET'), ('years', 'NOUN'), ('.', 'PUNCT')]"
320,apple,,mellow, These apples need to mellow a bit more .,4,0,"[(' ', 'SPACE'), ('These', 'DET'), ('apples', 'NOUN'), ('need', 'VERB'), ('to', 'PART'), ('mellow', 'VERB'), ('a', 'DET'), ('bit', 'NOUN'), ('more', 'ADJ'), ('.', 'PUNCT')]"
321,wax,,melt, The wax melted in the sun .,2,0,"[(' ', 'SPACE'), ('The', 'DET'), ('wax', 'NOUN'), ('melted', 'VERB'), ('in', 'ADP'), ('the', 'DET'), ('sun', 'NOUN'), ('.', 'PUNCT')]"
322,ice,,melt, The sun melted the ice .,2,0,"[(' ', 'SPACE'), ('The', 'DET'), ('sun', 'NOUN'), ('melted', 'VERB'), ('the', 'DET'), ('ice', 'NOUN'), ('.', 'PUNCT')]"
323,actor,,melt, Hundreds of actors were melting into the scene .,4,1,"[(' ', 'SPACE'), ('Hundreds', 'NOUN'), ('of', 'ADP'), ('actors', 'NOUN'), ('were', 'AUX'), ('melting', 'VERB'), ('into', 'ADP'), ('the', 'DET'), ('scene', 'NOUN'), ('.', 'PUNCT')]"
324,resistance,,melt, her resistance melted under his charm .,2,1,"[(' ', 'SPACE'), ('her', 'PRON'), ('resistance', 'NOUN'), ('melted', 'VERB'), ('under', 'ADP'), ('his', 'PRON'), ('charm', 'NOUN'), ('.', 'PUNCT')]"
325,furniture,,mold, The furniture molded in the old house .,2,0,"[(' ', 'SPACE'), ('The', 'DET'), ('furniture', 'NOUN'), ('molded', 'VERB'), ('in', 'ADP'), ('the', 'DET'), ('old', 'ADJ'), ('house', 'NOUN'), ('.', 'PUNCT')]"
326,ball,,mold, She molded the rice balls carefully .,1,0,"[(' ', 'SPACE'), ('She', 'PRON'), ('molded', 'VERB'), ('the', 'DET'), ('rice', 'NOUN'), ('balls', 'NOUN'), ('carefully', 'ADV'), ('.', 'PUNCT')]"
327,dress,,mold, The dress molds her beautiful figure .,2,1,"[(' ', 'SPACE'), ('The', 'DET'), ('dress', 'NOUN'), ('molds', 'VERB'), ('her', 'PRON'), ('beautiful', 'ADJ'), ('figure', 'NOUN'), ('.', 'PUNCT')]"
328,aerator,,mount, They mounted the aerator on a floating .,1,0,"[(' ', 'SPACE'), ('They', 'PRON'), ('mounted', 'VERB'), ('the', 'DET'), ('aerator', 'NOUN'), ('on', 'ADP'), ('a', 'DET'), ('floating', 'VERB'), ('.', 'PUNCT')]"
329,slide,,mount, mount slides for macroscopic analysis .,0,0,"[(' ', 'SPACE'), ('mount', 'PROPN'), ('slides', 'NOUN'), ('for', 'ADP'), ('macroscopic', 'ADJ'), ('analysis', 'NOUN'), ('.', 'PUNCT')]"
330,campaign,,mount, mount a campaign against pornography .,0,1,"[(' ', 'SPACE'), ('mount', 'VERB'), ('a', 'DET'), ('campaign', 'NOUN'), ('against', 'ADP'), ('pornography', 'NOUN'), ('.', 'PUNCT')]"
331,production,,mount, mount a theater production .,0,1,"[(' ', 'SPACE'), ('mount', 'VERB'), ('a', 'DET'), ('theater', 'NOUN'), ('production', 'NOUN'), ('.', 'PUNCT')]"
332,husband,,nag, She nags her husband all day long .,1,0,"[(' ', 'SPACE'), ('She', 'PRON'), ('nags', 'VERB'), ('her', 'PRON'), ('husband', 'NOUN'), ('all', 'DET'), ('day', 'NOUN'), ('long', 'ADV'), ('.', 'PUNCT')]"
333,doubt,,nag, nagging concerns and doubts .,0,1,"[(' ', 'SPACE'), ('nagging', 'ADJ'), ('concerns', 'NOUN'), ('and', 'CCONJ'), ('doubts', 'NOUN'), ('.', 'PUNCT')]"
334,security,,negociate, negociate securities .,0,0,"[(' ', 'SPACE'), ('negociate', 'NOUN'), ('securities', 'NOUN'), ('.', 'PUNCT')]"
335,mountain,,negociate, The hiker negociated the high mountain pass .,2,1,"[(' ', 'SPACE'), ('The', 'DET'), ('hiker', 'NOUN'), ('negociated', 'VERB'), ('the', 'DET'), ('high', 'ADJ'), ('mountain', 'NOUN'), ('pass', 'NOUN'), ('.', 'PUNCT')]"
336,party,,negociate, The parties negociated all night .,2,0,"[(' ', 'SPACE'), ('The', 'DET'), ('parties', 'NOUN'), ('negociated', 'VERB'), ('all', 'DET'), ('night', 'NOUN'), ('.', 'PUNCT')]"
337,republic,,neutralize, The treaty neutralized the small republic .,2,1,"[(' ', 'SPACE'), ('The', 'DET'), ('treaty', 'NOUN'), ('neutralized', 'VERB'), ('the', 'DET'), ('small', 'ADJ'), ('republic', 'NOUN'), ('.', 'PUNCT')]"
338,optimism,,neutralize, Her optimism neutralizes his gloom .,2,1,"[(' ', 'SPACE'), ('Her', 'PRON'), ('optimism', 'NOUN'), ('neutralizes', 'VERB'), ('his', 'PRON'), ('gloom', 'NOUN'), ('.', 'PUNCT')]"
339,solution,,neutralize, She neutralized the solution .,1,0,"[(' ', 'SPACE'), ('She', 'PRON'), ('neutralized', 'VERB'), ('the', 'DET'), ('solution', 'NOUN'), ('.', 'PUNCT')]"
340,approval,,nod, He nodded his approval .,1,0,"[(' ', 'SPACE'), ('He', 'PRON'), ('nodded', 'VERB'), ('his', 'PRON'), ('approval', 'NOUN'), ('.', 'PUNCT')]"
341,teacher,,nod, The teacher nodded when the student gave the right answer .,2,0,"[(' ', 'SPACE'), ('The', 'DET'), ('teacher', 'NOUN'), ('nodded', 'VERB'), ('when', 'SCONJ'), ('the', 'DET'), ('student', 'NOUN'), ('gave', 'VERB'), ('the', 'DET'), ('right', 'ADJ'), ('answer', 'NOUN'), ('.', 'PUNCT')]"
342,man,,nod, The old man was nodding in his chair .,4,0,"[(' ', 'SPACE'), ('The', 'DET'), ('old', 'ADJ'), ('man', 'NOUN'), ('was', 'AUX'), ('nodding', 'VERB'), ('in', 'ADP'), ('his', 'PRON'), ('chair', 'NOUN'), ('.', 'PUNCT')]"
343,flower,,nod, the flowers were nodding in the breeze .,3,1,"[(' ', 'SPACE'), ('the', 'DET'), ('flowers', 'NOUN'), ('were', 'AUX'), ('nodding', 'VERB'), ('in', 'ADP'), ('the', 'DET'), ('breeze', 'NOUN'), ('.', 'PUNCT')]"
344,room,,paint, We painted the rooms yellow .,1,0,"[(' ', 'SPACE'), ('We', 'PRON'), ('painted', 'VERB'), ('the', 'DET'), ('rooms', 'NOUN'), ('yellow', 'ADJ'), ('.', 'PUNCT')]"
345,mistress,,paint, He painted his mistress many times .,1,0,"[(' ', 'SPACE'), ('He', 'PRON'), ('painted', 'VERB'), ('his', 'PRON'), ('mistress', 'NOUN'), ('many', 'ADJ'), ('times', 'NOUN'), ('.', 'PUNCT')]"
346,heart,,palpitate, Her violent feelings palpitated the young woman 's heart .,3,0,"[(' ', 'SPACE'), ('Her', 'PRON'), ('violent', 'ADJ'), ('feelings', 'NOUN'), ('palpitated', 'VERB'), ('the', 'DET'), ('young', 'ADJ'), ('woman', 'NOUN'), (""'s"", 'PART'), ('heart', 'NOUN'), ('.', 'PUNCT')]"
347,sign,,paste, paste the sign on the wall .,0,0,"[(' ', 'SPACE'), ('paste', 'VERB'), ('the', 'DET'), ('sign', 'NOUN'), ('on', 'ADP'), ('the', 'DET'), ('wall', 'NOUN'), ('.', 'PUNCT')]"
348,wall,,paste, paste the sign on the wall .,0,0,"[(' ', 'SPACE'), ('paste', 'VERB'), ('the', 'DET'), ('sign', 'NOUN'), ('on', 'ADP'), ('the', 'DET'), ('wall', 'NOUN'), ('.', 'PUNCT')]"
349,opponent,,paste, He pasted his opponent .,1,1,"[(' ', 'SPACE'), ('He', 'PRON'), ('pasted', 'VERB'), ('his', 'PRON'), ('opponent', 'NOUN'), ('.', 'PUNCT')]"
350,moon,,peep, The new moon peeped through the tree tops .,3,1,"[(' ', 'SPACE'), ('The', 'DET'), ('new', 'ADJ'), ('moon', 'NOUN'), ('peeped', 'VERB'), ('through', 'ADP'), ('the', 'DET'), ('tree', 'NOUN'), ('tops', 'NOUN'), ('.', 'PUNCT')]"
351,cold,,pierce, The cold pierced her bones .,2,1,"[(' ', 'SPACE'), ('The', 'DET'), ('cold', 'NOUN'), ('pierced', 'VERB'), ('her', 'PRON'), ('bones', 'NOUN'), ('.', 'PUNCT')]"
352,scream,,pierce, The scream pierced the night .,2,1,"[(' ', 'SPACE'), ('The', 'DET'), ('scream', 'NOUN'), ('pierced', 'VERB'), ('the', 'DET'), ('night', 'NOUN'), ('.', 'PUNCT')]"
353,needle,,pierce, The needle pierced her flesh .,2,0,"[(' ', 'SPACE'), ('The', 'DET'), ('needle', 'NOUN'), ('pierced', 'VERB'), ('her', 'PRON'), ('flesh', 'NOUN'), ('.', 'PUNCT')]"
354,needle,,pin, pin the needle to the shirt .,0,0,"[(' ', 'SPACE'), ('pin', 'VERB'), ('the', 'DET'), ('needle', 'NOUN'), ('to', 'ADP'), ('the', 'DET'), ('shirt', 'NOUN'), ('.', 'PUNCT')]"
355,bug,,ping, The bugs pinged the lamp shade .,2,0,"[(' ', 'SPACE'), ('The', 'DET'), ('bugs', 'NOUN'), ('pinged', 'VERB'), ('the', 'DET'), ('lamp', 'NOUN'), ('shade', 'NOUN'), ('.', 'PUNCT')]"
356,bullet,,ping, the bullet pinged when they struck the car .,2,0,"[(' ', 'SPACE'), ('the', 'DET'), ('bullet', 'NOUN'), ('pinged', 'VERB'), ('when', 'SCONJ'), ('they', 'PRON'), ('struck', 'VERB'), ('the', 'DET'), ('car', 'NOUN'), ('.', 'PUNCT')]"
357,accountant,,ping, I 'll ping my accountant -- April 15 is nearing .,2,1,"[(' ', 'SPACE'), ('I', 'PRON'), (""'ll"", 'AUX'), ('ping', 'VERB'), ('my', 'PRON'), ('accountant', 'NOUN'), ('--', 'PUNCT'), ('April', 'PROPN'), ('15', 'NUM'), ('is', 'AUX'), ('nearing', 'VERB'), ('.', 'PUNCT')]"
358,machine,,ping, ping your machine in the office .,0,0,"[(' ', 'SPACE'), ('ping', 'VERB'), ('your', 'PRON'), ('machine', 'NOUN'), ('in', 'ADP'), ('the', 'DET'), ('office', 'NOUN'), ('.', 'PUNCT')]"
359,market,,plunge, the stock market plunged .,3,1,"[(' ', 'SPACE'), ('the', 'DET'), ('stock', 'NOUN'), ('market', 'NOUN'), ('plunged', 'VERB'), ('.', 'PUNCT')]"
360,student,,plunge, The professor plunged his students into the study of the Italian text .,2,1,"[(' ', 'SPACE'), ('The', 'DET'), ('professor', 'NOUN'), ('plunged', 'VERB'), ('his', 'PRON'), ('students', 'NOUN'), ('into', 'ADP'), ('the', 'DET'), ('study', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('Italian', 'ADJ'), ('text', 'NOUN'), ('.', 'PUNCT')]"
361,mind,,poison, poison someone 's mind .,0,1,"[(' ', 'SPACE'), ('poison', 'NOUN'), ('someone', 'PRON'), (""'s"", 'PART'), ('mind', 'NOUN'), ('.', 'PUNCT')]"
362,husband,,poison, She poisoned her husband .,1,0,"[(' ', 'SPACE'), ('She', 'PRON'), ('poisoned', 'VERB'), ('her', 'PRON'), ('husband', 'NOUN'), ('.', 'PUNCT')]"
363,drink,,poison, Her husband poisoned her drink in order to kill her .,2,0,"[(' ', 'SPACE'), ('Her', 'PRON'), ('husband', 'NOUN'), ('poisoned', 'VERB'), ('her', 'PRON'), ('drink', 'NOUN'), ('in', 'ADP'), ('order', 'NOUN'), ('to', 'PART'), ('kill', 'VERB'), ('her', 'PRON'), ('.', 'PUNCT')]"
364,mushroom,,poison, This mushrooms can poison .,3,0,"[(' ', 'SPACE'), ('This', 'DET'), ('mushrooms', 'NOUN'), ('can', 'AUX'), ('poison', 'VERB'), ('.', 'PUNCT')]"
365,book,,portray, The book portrays the actor as a selfish person .,2,1,"[(' ', 'SPACE'), ('The', 'DET'), ('book', 'NOUN'), ('portrays', 'VERB'), ('the', 'DET'), ('actor', 'NOUN'), ('as', 'ADP'), ('a', 'DET'), ('selfish', 'ADJ'), ('person', 'NOUN'), ('.', 'PUNCT')]"
366,father,,portray, The father is portrayed as a good - looking man in this painting .,3,0,"[(' ', 'SPACE'), ('The', 'DET'), ('father', 'NOUN'), ('is', 'AUX'), ('portrayed', 'VERB'), ('as', 'ADP'), ('a', 'DET'), ('good', 'ADV'), ('-', 'PUNCT'), ('looking', 'VERB'), ('man', 'NOUN'), ('in', 'ADP'), ('this', 'DET'), ('painting', 'NOUN'), ('.', 'PUNCT')]"
367,question,,pose, This poses an interesting question .,1,1,"[(' ', 'SPACE'), ('This', 'PRON'), ('poses', 'VERB'), ('an', 'DET'), ('interesting', 'ADJ'), ('question', 'NOUN'), ('.', 'PUNCT')]"
368,woman,,pose, We do n't know the woman who posed for Leonardo so often .,7,0,"[(' ', 'SPACE'), ('We', 'PRON'), ('do', 'AUX'), (""n't"", 'PART'), ('know', 'VERB'), ('the', 'DET'), ('woman', 'NOUN'), ('who', 'PRON'), ('posed', 'VERB'), ('for', 'ADP'), ('Leonardo', 'PROPN'), ('so', 'ADV'), ('often', 'ADV'), ('.', 'PUNCT')]"
369,knocker,,pound, the salesman pounded the door knocker .,2,0,"[(' ', 'SPACE'), ('the', 'DET'), ('salesman', 'NOUN'), ('pounded', 'VERB'), ('the', 'DET'), ('door', 'NOUN'), ('knocker', 'NOUN'), ('.', 'PUNCT')]"
370,water,,pound, The locks pound the water of the canal .,2,1,"[(' ', 'SPACE'), ('The', 'DET'), ('locks', 'NOUN'), ('pound', 'VERB'), ('the', 'DET'), ('water', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('canal', 'NOUN'), ('.', 'PUNCT')]"
371,prisoner,,pound, The prisoners are safely pounded .,4,1,"[(' ', 'SPACE'), ('The', 'DET'), ('prisoners', 'NOUN'), ('are', 'AUX'), ('safely', 'ADV'), ('pounded', 'VERB'), ('.', 'PUNCT')]"
372,water,,pour, They poured water over the floor .,1,0,"[(' ', 'SPACE'), ('They', 'PRON'), ('poured', 'VERB'), ('water', 'NOUN'), ('over', 'ADP'), ('the', 'DET'), ('floor', 'NOUN'), ('.', 'PUNCT')]"
373,water,,pour, They poured water over the floor .,1,0,"[(' ', 'SPACE'), ('They', 'PRON'), ('poured', 'VERB'), ('water', 'NOUN'), ('over', 'ADP'), ('the', 'DET'), ('floor', 'NOUN'), ('.', 'PUNCT')]"
374,people,,pour, People were pouring out of the theater .,2,1,"[(' ', 'SPACE'), ('People', 'NOUN'), ('were', 'AUX'), ('pouring', 'VERB'), ('out', 'ADP'), ('of', 'ADP'), ('the', 'DET'), ('theater', 'NOUN'), ('.', 'PUNCT')]"
375,money,,pour, We poured money into the education of our children .,1,1,"[(' ', 'SPACE'), ('We', 'PRON'), ('poured', 'VERB'), ('money', 'NOUN'), ('into', 'ADP'), ('the', 'DET'), ('education', 'NOUN'), ('of', 'ADP'), ('our', 'PRON'), ('children', 'NOUN'), ('.', 'PUNCT')]"
376,crisis,,precipitate, The crisis precipitated by Russia 's revolution .,2,1,"[(' ', 'SPACE'), ('The', 'DET'), ('crisis', 'NOUN'), ('precipitated', 'VERB'), ('by', 'ADP'), ('Russia', 'PROPN'), (""'s"", 'PART'), ('revolution', 'NOUN'), ('.', 'PUNCT')]"
377,economy,,precipitate, Our economy precipitated into complete ruin .,2,1,"[(' ', 'SPACE'), ('Our', 'PRON'), ('economy', 'NOUN'), ('precipitated', 'VERB'), ('into', 'ADP'), ('complete', 'ADJ'), ('ruin', 'NOUN'), ('.', 'PUNCT')]"
378,train,,precipitate, The bridge broke and precipitated the train into the river below .,4,1,"[(' ', 'SPACE'), ('The', 'DET'), ('bridge', 'NOUN'), ('broke', 'VERB'), ('and', 'CCONJ'), ('precipitated', 'VERB'), ('the', 'DET'), ('train', 'NOUN'), ('into', 'ADP'), ('the', 'DET'), ('river', 'NOUN'), ('below', 'ADV'), ('.', 'PUNCT')]"
379,peace,,preserve, preserve the peace in the family .,0,1,"[(' ', 'SPACE'), ('preserve', 'VERB'), ('the', 'DET'), ('peace', 'NOUN'), ('in', 'ADP'), ('the', 'DET'), ('family', 'NOUN'), ('.', 'PUNCT')]"
380,forest,,preserve, preserve the forest and the lakes .,0,0,"[(' ', 'SPACE'), ('preserve', 'VERB'), ('the', 'DET'), ('forest', 'NOUN'), ('and', 'CCONJ'), ('the', 'DET'), ('lakes', 'NOUN'), ('.', 'PUNCT')]"
381,finger,,prick, The nurse pricked my finger to get a small blood sample .,2,0,"[(' ', 'SPACE'), ('The', 'DET'), ('nurse', 'NOUN'), ('pricked', 'VERB'), ('my', 'PRON'), ('finger', 'NOUN'), ('to', 'PART'), ('get', 'VERB'), ('a', 'DET'), ('small', 'ADJ'), ('blood', 'NOUN'), ('sample', 'NOUN'), ('.', 'PUNCT')]"
382,skin,,prick, The needle pricked his skin .,2,0,"[(' ', 'SPACE'), ('The', 'DET'), ('needle', 'NOUN'), ('pricked', 'VERB'), ('his', 'PRON'), ('skin', 'NOUN'), ('.', 'PUNCT')]"
383,conscience,,prick, The thought of her unhappiness pricked his conscience .,5,1,"[(' ', 'SPACE'), ('The', 'DET'), ('thought', 'NOUN'), ('of', 'ADP'), ('her', 'PRON'), ('unhappiness', 'NOUN'), ('pricked', 'VERB'), ('his', 'PRON'), ('conscience', 'NOUN'), ('.', 'PUNCT')]"
384,ego,,puff, The sudden fame puffed her ego .,3,1,"[(' ', 'SPACE'), ('The', 'DET'), ('sudden', 'ADJ'), ('fame', 'NOUN'), ('puffed', 'VERB'), ('her', 'PRON'), ('ego', 'NOUN'), ('.', 'PUNCT')]"
385,critic,,puff, The critics puffed up this Broadway production .,2,1,"[(' ', 'SPACE'), ('The', 'DET'), ('critics', 'NOUN'), ('puffed', 'VERB'), ('up', 'ADP'), ('this', 'DET'), ('Broadway', 'PROPN'), ('production', 'NOUN'), ('.', 'PUNCT')]"
386,face,,puff, Her faced puffed up from the drugs .,2,0,"[(' ', 'SPACE'), ('Her', 'PRON'), ('faced', 'VERB'), ('puffed', 'VERB'), ('up', 'ADP'), ('from', 'ADP'), ('the', 'DET'), ('drugs', 'NOUN'), ('.', 'PUNCT')]"
387,bullet,,pump, He pumped bullets into the dummy .,1,1,"[(' ', 'SPACE'), ('He', 'PRON'), ('pumped', 'VERB'), ('bullets', 'NOUN'), ('into', 'ADP'), ('the', 'DET'), ('dummy', 'NOUN'), ('.', 'PUNCT')]"
388,athlete,,pump, The athlete pumps weights in the gym .,2,0,"[(' ', 'SPACE'), ('The', 'DET'), ('athlete', 'NOUN'), ('pumps', 'VERB'), ('weights', 'NOUN'), ('in', 'ADP'), ('the', 'DET'), ('gym', 'NOUN'), ('.', 'PUNCT')]"
389,witness,,pump, She pumped the witnesses for information .,1,1,"[(' ', 'SPACE'), ('She', 'PRON'), ('pumped', 'VERB'), ('the', 'DET'), ('witnesses', 'NOUN'), ('for', 'ADP'), ('information', 'NOUN'), ('.', 'PUNCT')]"
390,table,,push, He pushed the table into a corner .,1,0,"[(' ', 'SPACE'), ('He', 'PRON'), ('pushed', 'VERB'), ('the', 'DET'), ('table', 'NOUN'), ('into', 'ADP'), ('a', 'DET'), ('corner', 'NOUN'), ('.', 'PUNCT')]"
391,woman,,push," "" Now push hard "" , said the doctor to the woman .",2,0,"[(' ', 'SPACE'), ('""', 'PUNCT'), ('Now', 'ADV'), ('push', 'VERB'), ('hard', 'ADV'), ('""', 'PUNCT'), (',', 'PUNCT'), ('said', 'VERB'), ('the', 'DET'), ('doctor', 'NOUN'), ('to', 'ADP'), ('the', 'DET'), ('woman', 'NOUN'), ('.', 'PUNCT')]"
