index	sentence	Sources	Source_Index	Targets	Target_Index	metaphoricity_score	new_sentences
10505	APPLICATIONS OF BEAMLET MIGRATION: (1) Directional illumination analysis and acquisition aperture efficacy using beamlet decomposition (2) Target oriented prestack depth migration using beamlet propagators (3) Local reflection analysis by prestack beamlet migration (4) Angle-gather and local reflection analysis by beam decomposition with prestack GSP (generalized screen propagator) migration	depth	19	migration	47	3.0	depth has property deep. APPLICATIONS OF BEAMLET MIGRATION: (1) Directional illumination analysis and acquisition aperture efficacy using beamlet decomposition (2) Target oriented prestack depth migration using beamlet propagators (3) Local reflection analysis by prestack beamlet migration (4) Angle-gather and local reflection analysis by beam decomposition with prestack GSP (generalized screen propagator) migration
10526	Rose Wilder Lane, the daughter of Laura Ingalls Wilder, is often considered one of the founding mothers of modern libertarianism.	mothers	16	libertarianism	19	3.0	mothers has property old than their child. Rose Wilder Lane, the daughter of Laura Ingalls Wilder, is often considered one of the founding mothers of modern libertarianism.
10538	That your friends will be driven into exile and deprived of citizenship, or will lose their property, is tolerably certain; and you yourself, if you fly to one of the neighboring cities, as, for example, Thebes or Megara, both of which are well-governed cities, will come to them as an enemy, Socrates, and their government will be against you, and all patriotic citizens will cast an evil eye upon you as a subverter of the laws, and you will confirm in the minds of the judges the justice of their own condemnation of you.	driven	5	exile	7	3.0	driven has property dangerous. That your friends will be driven into exile and deprived of citizenship, or will lose their property, is tolerably certain; and you yourself, if you fly to one of the neighboring cities, as, for example, Thebes or Megara, both of which are well-governed cities, will come to them as an enemy, Socrates, and their government will be against you, and all patriotic citizens will cast an evil eye upon you as a subverter of the laws, and you will confirm in the minds of the judges the justice of their own condemnation of you.
10572	"You see America, these Arabs and Muslims are hate filled terrorists indoctrinated by Islam’s teaching of killing Jews and Christians."""	filled	9	terrorists	10	3.0	"filled has property good. You see America, these Arabs and Muslims are hate filled terrorists indoctrinated by Islam’s teaching of killing Jews and Christians."""
10618	"The US intelligence community expects that terrorism would survive until 2025, but in slightly different form, suggesting that alQaeda's ""terrorist wave"" might be breaking up."	wave	20	terrorist	19	3.0	"wave has property soothe. The US intelligence community expects that terrorism would survive until 2025, but in slightly different form, suggesting that alQaeda's ""terrorist wave"" might be breaking up."
10620	Microsoft releases free migration tools for Notes/Domino 20-Jan-2006 (Portal Channel)	tools	4	migration	3	3.0	tools has property useful. Microsoft releases free migration tools for Notes/Domino 20-Jan-2006 (Portal Channel)
10635	The rest were insertions of material from other religious traditions (and creations of early Christians themselves) as the religion of Christianity evolved.	evolved	21	religion	18	3.0	evolved has property good. The rest were insertions of material from other religious traditions (and creations of early Christians themselves) as the religion of Christianity evolved.
10636	The author of Matthew aimed his scriptures at a Jewish audience, believing as he did that Christianity was the next logical evolution of Judaism.	evolution	21	Judaism	23	3.0	evolution has property good. The author of Matthew aimed his scriptures at a Jewish audience, believing as he did that Christianity was the next logical evolution of Judaism.
10637	It’s  one of life’s biggest adventures and a healthy marriage can be one of life’s greatest gifts.	healthy	8	marriage	9	3.0	healthy has property good. It’s  one of life’s biggest adventures and a healthy marriage can be one of life’s greatest gifts.
10639	I've written about the possibilities before, and I admit that it seems like quite a leap for a politician to go from mere criticism of the often unseemly content on the Internet to actual laws.	leap	15	politician	18	3.0	leap has property fun. I've written about the possibilities before, and I admit that it seems like quite a leap for a politician to go from mere criticism of the often unseemly content on the Internet to actual laws.
10647	As Dutch Arabist Hans Jansen points out, the Koran is seen by some Muslims as a God-given hunting license, granting them the right to assault and even murder non-Muslims.	seen	10	Koran	8	3.0	seen has property sharp. As Dutch Arabist Hans Jansen points out, the Koran is seen by some Muslims as a God-given hunting license, granting them the right to assault and even murder non-Muslims.
10660	He will use someone thinking that he or she was not a true Believer while in mainstream Christianity to persuade the person to deny his or her faith.	mainstream	16	Christianity	17	3.0	mainstream has property racist. He will use someone thinking that he or she was not a true Believer while in mainstream Christianity to persuade the person to deny his or her faith.
10661	So David had his own past experience and the promise of One who cannot lie to bolster his faith.	bolster	16	faith	18	3.0	bolster has property use as weapon. So David had his own past experience and the promise of One who cannot lie to bolster his faith.
10663	OCH grants fund projects that explore timeless ideas as well as programs that respond to timely local, national, or international issues or events.	explore	5	ideas	7	3.0	explore has property fun. OCH grants fund projects that explore timeless ideas as well as programs that respond to timely local, national, or international issues or events.
10669	The class builds on a diverse body of student knowledge and experience, drawing on each perspective to address complex problems, and to build a shared understanding of solutions that are sustainable in scale, equitable in distribution, and efficient in allocation.	build	22	understanding	25	3.0	build has property tall. The class builds on a diverse body of student knowledge and experience, drawing on each perspective to address complex problems, and to build a shared understanding of solutions that are sustainable in scale, equitable in distribution, and efficient in allocation.
10672	You will be able to see how these true solid facts are the missing pieces that solve the puzzle of beliefs, which affects all of us in one way or another everyday of our lives, and provide answers to questions many of us ask or wonder about often.	puzzle	18	beliefs	20	3.0	puzzle has property fun. You will be able to see how these true solid facts are the missing pieces that solve the puzzle of beliefs, which affects all of us in one way or another everyday of our lives, and provide answers to questions many of us ask or wonder about often.
10676	Unfortunately, another key similarity is that the insurgency has steadily gained in strength and effectiveness, just as the Malayan insurgency grew in the years before 1952.	grew	20	insurgency	19	3.0	grew has property good. Unfortunately, another key similarity is that the insurgency has steadily gained in strength and effectiveness, just as the Malayan insurgency grew in the years before 1952.
10679	"But what if your marriage is a ""fixer-upper?"""	fixer-upper	7	marriage	4	3.0	"fixer-upper has property important in school. But what if your marriage is a ""fixer-upper?"""
10682	As reported in NewCastleNOW.org, October 17, “Coach Joe Kearns runs marathon to fight cancer,” the Grafflin physical education teacher and Greeley junior varsity football coach set a personal goal of $5,000 for this year’s marathon run.	fight	12	cancer	13	3.0	fight has property bad. As reported in NewCastleNOW.org, October 17, “Coach Joe Kearns runs marathon to fight cancer,” the Grafflin physical education teacher and Greeley junior varsity football coach set a personal goal of $5,000 for this year’s marathon run.
10685	Now non-profits are beginning to see prize-based innovation as a strategy for humanitarian causes too, such as developing medicines to fight tuberculosis in the developing world, cleaning up oil spills or designing solar technologies for villages in rural India and Africa.	fight	20	tuberculosis	21	3.0	fight has property bad. Now non-profits are beginning to see prize-based innovation as a strategy for humanitarian causes too, such as developing medicines to fight tuberculosis in the developing world, cleaning up oil spills or designing solar technologies for villages in rural India and Africa.
10686	We historical archaeologists have a tremendous opportunity to rediscover the lost beliefs, values and technologies of rural America by studying the many abandoned or soon-to-be-demolished industrial sites.	lost	10	beliefs	11	3.0	lost has property bad. We historical archaeologists have a tremendous opportunity to rediscover the lost beliefs, values and technologies of rural America by studying the many abandoned or soon-to-be-demolished industrial sites.
10687	"She joined the hands of Elizabeth and myself:-- ""My children,"" she said, ""my firmest hopes of future happiness were placed on the prospect of your union."	firmest	13	hopes	14	3.0	"firmest has property black. She joined the hands of Elizabeth and myself:-- ""My children,"" she said, ""my firmest hopes of future happiness were placed on the prospect of your union."
10688	Instead we settle for the strategy of just learning by our mistakes, or by example in those rare moments when we might see our tutor think through and analyse a difficult concept, or pull ideas together from different sources and synthesise them into a new way of looking at a problem.	pull	33	ideas	34	3.0	pull has property fun. Instead we settle for the strategy of just learning by our mistakes, or by example in those rare moments when we might see our tutor think through and analyse a difficult concept, or pull ideas together from different sources and synthesise them into a new way of looking at a problem.
10692	Visit this site and click the search button at the top of the page, then enter any subject your heart desires.	heart	19	desires	20	3.0	heart has property strong. Visit this site and click the search button at the top of the page, then enter any subject your heart desires.
10694	Although the primary focus is on how psychological and educational professionals can support LGBT individuals, the course may also interest those in related fields who want to gain a deeper understanding of LGBT experiences across social, cultural, institutional, and professional contexts.	deeper	29	understanding	30	3.0	deeper has property dark. Although the primary focus is on how psychological and educational professionals can support LGBT individuals, the course may also interest those in related fields who want to gain a deeper understanding of LGBT experiences across social, cultural, institutional, and professional contexts.
10699	We offer a number of knitting books, other patterns, and tons of yarn so you can make this or any other project your heart desires!	heart	23	desires	24	3.0	heart has property strong. We offer a number of knitting books, other patterns, and tons of yarn so you can make this or any other project your heart desires!
10703	The social face of Buddhism: an approach to political and social activism.	face	2	Buddhism	4	3.0	face has property round. The social face of Buddhism: an approach to political and social activism.
10705	Aggressive personalities are fundamentally at war with anything that stands in the way of their unrestrained pursuit of their desires.	pursuit	16	desires	19	3.0	pursuit has property dangerous. Aggressive personalities are fundamentally at war with anything that stands in the way of their unrestrained pursuit of their desires.
10706	So the Backhouses took a leap of faith: Jane handed her notice in to her employer.	leap	5	faith	7	3.0	leap has property fun. So the Backhouses took a leap of faith: Jane handed her notice in to her employer.
10707	COPYRIGHT - A legal device giving the right to control (to the original creator or copyright holder) how their original work is used.	holder	16	copyright	15	3.0	holder has property use to hold paper together. COPYRIGHT - A legal device giving the right to control (to the original creator or copyright holder) how their original work is used.
10708	Redistribution of brushes without the permission of the copyright holder is illegal.	holder	9	copyright	8	3.0	holder has property use to hold paper together. Redistribution of brushes without the permission of the copyright holder is illegal.
10711	A better approach is to embrace ideas, to consider nothing absurd, and spend the necessary time to examine it closely and minutely.	embrace	5	ideas	6	3.0	embrace has property good. A better approach is to embrace ideas, to consider nothing absurd, and spend the necessary time to examine it closely and minutely.
10713	Alternatively, there may be other forces at work, that is, in the spirit of political correctness that exists in liberal circles today, one man's terrorist is another man's righteous hero.	circles	20	liberal	19	3.0	circles has property circular. Alternatively, there may be other forces at work, that is, in the spirit of political correctness that exists in liberal circles today, one man's terrorist is another man's righteous hero.
10714	The mainstream chemo theory is to weaken and destroy the cancer cells with chemical poison which also weakens and destroys the rest of the body's cells and organs in the often misplaced hope that the symptoms of cancer (tumors and cancer cell masses) will somehow be eliminated before the treatment itself kills the patient.	misplaced	31	hope	32	3.0	misplaced has property bad. The mainstream chemo theory is to weaken and destroy the cancer cells with chemical poison which also weakens and destroys the rest of the body's cells and organs in the often misplaced hope that the symptoms of cancer (tumors and cancer cell masses) will somehow be eliminated before the treatment itself kills the patient.
10715	One day, Larry, had a bright idea.	bright	5	idea	6	3.0	bright has property harmful to eye. One day, Larry, had a bright idea.
10719	"""The Religious Undercurrents of Muslim Economic Grievances"" Timur Kuran, Economics, University of Southern California"	Undercurrents	2	Religious	1	3.0	"Undercurrents has property dangerous. ""The Religious Undercurrents of Muslim Economic Grievances"" Timur Kuran, Economics, University of Southern California"
10721	It all about unleashing ideas.	unleashing	3	ideas	4	3.0	unleashing has property bad. It all about unleashing ideas.
10723	WHITE PAPER - Get a quick review of the top 5 data migration tools in the market.	tools	13	migration	12	3.0	tools has property useful. WHITE PAPER - Get a quick review of the top 5 data migration tools in the market.
10727	The Purpose of the Religious Education (RE) program at First Unitarian Church is to provide a spiritual, moral, and intellectual foundation on which our young people can build their own faith.	build	27	faith	30	3.0	build has property tall. The Purpose of the Religious Education (RE) program at First Unitarian Church is to provide a spiritual, moral, and intellectual foundation on which our young people can build their own faith.
10729	From remixing Rod Stewart, DJ Shadow and Radiohead to performing a kitchen-sink set with typewriters and wine glasses under the moniker Stripmall Architecture, San Francisco's Halou is a productive factory of musical ideas.	factory	29	ideas	32	3.0	factory has property noisy. From remixing Rod Stewart, DJ Shadow and Radiohead to performing a kitchen-sink set with typewriters and wine glasses under the moniker Stripmall Architecture, San Francisco's Halou is a productive factory of musical ideas.
10734	Eastern Orthodox Christianity incorporates the hesychasm, or Jesus prayer, performed in a meditative, chanting fashion, in order to connect with the heart of faith.	heart	21	faith	23	3.0	heart has property strong. Eastern Orthodox Christianity incorporates the hesychasm, or Jesus prayer, performed in a meditative, chanting fashion, in order to connect with the heart of faith.
10735	"Only in freedom does there arise in man the consciousness of responsibility for his acts and regard for the rights of others; only in freedom can there unfold in its full strength that most precious of social instinct: man's sympathy for the joys and sorrows of his fellow men and the resultant impulse toward mutual aid and in which are rooted all social ethics, all ideas of social justice."""	rooted	60	ideas	65	3.0	"rooted has property good. Only in freedom does there arise in man the consciousness of responsibility for his acts and regard for the rights of others; only in freedom can there unfold in its full strength that most precious of social instinct: man's sympathy for the joys and sorrows of his fellow men and the resultant impulse toward mutual aid and in which are rooted all social ethics, all ideas of social justice."""
10741	The devastation continued and even the rangers with depth,width, and hole filling rules on diggin were not able to slow the desire of people to find these gems.	slow	19	desire	21	3.0	slow has property slow. The devastation continued and even the rangers with depth,width, and hole filling rules on diggin were not able to slow the desire of people to find these gems.
10742	Accelerating Microsoft Windows Vista Migrations with Citrix XenApp	Accelerating	0	Migrations	4	3.0	Accelerating has property dangerous. Accelerating Microsoft Windows Vista Migrations with Citrix XenApp
10744	The idea for the joint textbook of historical narratives grew out of the knowledge that in periods of intractable conflicts, nations tend to teach their children their own narratives (often through the vehicle of textbooks) as the only correct one, while completely ignoring their enemy's narratives.	grew	9	idea	1	3.0	grew has property good. The idea for the joint textbook of historical narratives grew out of the knowledge that in periods of intractable conflicts, nations tend to teach their children their own narratives (often through the vehicle of textbooks) as the only correct one, while completely ignoring their enemy's narratives.
10750	It's a casual environment where scientists mingle with the like-minded in a forum for exploring new ideas, discussing new concepts and expanding personal horizons.	exploring	14	ideas	16	3.0	exploring has property fun. It's a casual environment where scientists mingle with the like-minded in a forum for exploring new ideas, discussing new concepts and expanding personal horizons.
10751	This course examines the beliefs, history, culture, sacred texts and religious views of various religions.	views	11	religious	10	3.0	views has property good for your mind. This course examines the beliefs, history, culture, sacred texts and religious views of various religions.
10752	Follows brain cancer patients and the loved ones who care for them as they face painful and frightening medical procedures and their side effects, while trying to balance hope and realism in the face of a discouraging prognosis.	balance	27	hope	28	3.0	balance has property important. Follows brain cancer patients and the loved ones who care for them as they face painful and frightening medical procedures and their side effects, while trying to balance hope and realism in the face of a discouraging prognosis.
10753	To cut to the chase, the fundamental point I want to make is that doctoral level research is the seed-bed for ideas and practices of the profession.	seed-bed	19	ideas	21	3.0	seed-bed has property green. To cut to the chase, the fundamental point I want to make is that doctoral level research is the seed-bed for ideas and practices of the profession.
10758	Combing our deep understanding of the cinema business with technology partners at the leading edge of the digital cinema revolution Strong takes the risk out of your digital conversion.	deep	2	understanding	3	3.0	deep has property cold. Combing our deep understanding of the cinema business with technology partners at the leading edge of the digital cinema revolution Strong takes the risk out of your digital conversion.
10763	"The city, in other words, can never be fully grasped, because repeated attempts to organize its representational structure already ""carry in them an understanding, at the level of grammar, syntax, rhetoric, and enunciation - in short at all levels of form - of the excess beyond comprehension"" which is characteristic of modern urban spaces (Wolfreys 1998: 6 quoted in Vasudevan 2003: 170)."	carry	19	understanding	23	3.0	"carry has property heavy. The city, in other words, can never be fully grasped, because repeated attempts to organize its representational structure already ""carry in them an understanding, at the level of grammar, syntax, rhetoric, and enunciation - in short at all levels of form - of the excess beyond comprehension"" which is characteristic of modern urban spaces (Wolfreys 1998: 6 quoted in Vasudevan 2003: 170)."
10764	To build suspense, Lovecraft cannily alludes to the horrible-yet-compelling  nature of Nyarlathotep's revelations, yet without, at this point, giving away any clear idea of what they are.	clear	21	idea	22	3.0	clear has property good. To build suspense, Lovecraft cannily alludes to the horrible-yet-compelling  nature of Nyarlathotep's revelations, yet without, at this point, giving away any clear idea of what they are.
10767	New Phase III Study in previously untreated HIV patients showed Raltegravir reduced HIV viral load to undetectable levels, comparable to Efavirenz, when taken in combination with other medicines	load	14	HIV	12	3.0	load has property heavy. New Phase III Study in previously untreated HIV patients showed Raltegravir reduced HIV viral load to undetectable levels, comparable to Efavirenz, when taken in combination with other medicines
10768	Does this prayer express the desire of your heart?	heart	8	desire	5	3.0	heart has property strong. Does this prayer express the desire of your heart?
10770	"And when using TSV, you are not supposed to try to ""fix"" things by using multiple TABs; that would mean that there are empty fields between the TABs, defeating the very idea of TSV."	defeating	28	idea	31	3.0	"defeating has property bad. And when using TSV, you are not supposed to try to ""fix"" things by using multiple TABs; that would mean that there are empty fields between the TABs, defeating the very idea of TSV."
10773	In between these two extremes, some at-risk relatives say that the availability of a clinical trial, or a focused research study that gives them a practical opportunity to fight the disease, would be a factor in their decision about whether to get tested.	fight	28	disease	30	3.0	fight has property bad. In between these two extremes, some at-risk relatives say that the availability of a clinical trial, or a focused research study that gives them a practical opportunity to fight the disease, would be a factor in their decision about whether to get tested.
10774	Only the copyright holder of a work may do the following:	holder	3	copyright	2	3.0	holder has property use to hold paper together. Only the copyright holder of a work may do the following:
10776	In both cases, the hopes that the end of the Cold War would lead to a resolution of the regional civil war turned into ashes.	turned	22	hopes	4	3.0	turned has property dangerous. In both cases, the hopes that the end of the Cold War would lead to a resolution of the regional civil war turned into ashes.
10777	Still rarer is it, having been born a human being, to look for the meaning of this life and to cultivate self-understanding.	cultivate	20	self-understanding	21	3.0	cultivate has property good. Still rarer is it, having been born a human being, to look for the meaning of this life and to cultivate self-understanding.
10780	I draw from theoretical frameworks of exile, diaspora and transnationalism to understand the ambiguities and contradictions of activism in the Filipino American community.	frameworks	4	exile	6	3.0	frameworks has property ugly. I draw from theoretical frameworks of exile, diaspora and transnationalism to understand the ambiguities and contradictions of activism in the Filipino American community.
10785	At some point, I turned around and realized that lacking any good reason to believe in any gods, my belief had completely disappeared.	disappeared	22	belief	19	3.0	disappeared has property scary. At some point, I turned around and realized that lacking any good reason to believe in any gods, my belief had completely disappeared.
10787	On any day on which you read this letter, Heaven shall answer your heart's desire, forever - Amen, Selah!	heart	13	desire	14	3.0	heart has property strong. On any day on which you read this letter, Heaven shall answer your heart's desire, forever - Amen, Selah!
10788	Thus the truth that underlies in different ways and degrees the mystical theories and ascetic practices of Neoplatonist, Gnostic or Buddhist, Parsee or Mohammedan, is cleared from its surroundings of mythological or theosophical imagination and set in its place in the harmony of truths which are made known by nature and by revelation, and preserved in the dogmatic structure of the Church's faith.	structure	58	faith	62	3.0	structure has property tall. Thus the truth that underlies in different ways and degrees the mystical theories and ascetic practices of Neoplatonist, Gnostic or Buddhist, Parsee or Mohammedan, is cleared from its surroundings of mythological or theosophical imagination and set in its place in the harmony of truths which are made known by nature and by revelation, and preserved in the dogmatic structure of the Church's faith.
10792	So how do your experiences in these locations shape your understanding or vision of the nature of these processes?	shape	8	understanding	10	3.0	shape has property different from picture. So how do your experiences in these locations shape your understanding or vision of the nature of these processes?
10796	As a result of the growth of urbanization, the agricultural labour force has become increasingly older, and more farming is done on a part-time basis; nevertheless, production has risen gradually because of improved techniques in the cultivation of some crops, especially horticultural ones.	growth	5	urbanization	7	3.0	growth has property good. As a result of the growth of urbanization, the agricultural labour force has become increasingly older, and more farming is done on a part-time basis; nevertheless, production has risen gradually because of improved techniques in the cultivation of some crops, especially horticultural ones.
10800	Oct 01, 2007; ... Introduction In the past twenty years, the immigration wave to the United States has increasingly challenged U.S. schools to meet the needs of students who come from different historical and cultural contexts.	wave	12	immigration	11	3.0	wave has property soothe. Oct 01, 2007; ... Introduction In the past twenty years, the immigration wave to the United States has increasingly challenged U.S. schools to meet the needs of students who come from different historical and cultural contexts.
10802	They would also be trained on how to prepare a successful business plan for their ideas, pitch their ideas to investors, and how to apply for Business Start-Up Loans from banks.	pitch	16	ideas	18	3.0	pitch has property hard. They would also be trained on how to prepare a successful business plan for their ideas, pitch their ideas to investors, and how to apply for Business Start-Up Loans from banks.
10805	Hour Detroit / October 2008 / Pinning Your Hopes	Pinning	6	Hopes	8	3.0	Pinning has property dangerous. Hour Detroit / October 2008 / Pinning Your Hopes
10807	My desire to distill the voices of tone from fields of noise led to The Mathematics of Resonant Bodies (2003).	led	12	desire	1	3.0	led has property fun. My desire to distill the voices of tone from fields of noise led to The Mathematics of Resonant Bodies (2003).
10808	Concept / Brainstorming Essential strategy sessions to distill ideas into the core elements to be developed.	distill	7	ideas	8	3.0	distill has property cold. Concept / Brainstorming Essential strategy sessions to distill ideas into the core elements to be developed.
10811	Hence the thought expressed in such an utterance reveals the fact that it is dead understanding; for it is only death which fasts and yet rests satisfied.	dead	14	understanding	15	3.0	dead has property sad. Hence the thought expressed in such an utterance reveals the fact that it is dead understanding; for it is only death which fasts and yet rests satisfied.
10812	A battle of word ensued which mostly consisted of the Christian trying to alternately bait and shake the faith of the PC, while the village children gathered around to watch the women that were god-mothers to most of them have at it.	shake	16	faith	18	3.0	shake has property good. A battle of word ensued which mostly consisted of the Christian trying to alternately bait and shake the faith of the PC, while the village children gathered around to watch the women that were god-mothers to most of them have at it.
10815	From that will come new knowledge of how to improve transplants and to fight cancer.	fight	13	cancer	14	3.0	fight has property bad. From that will come new knowledge of how to improve transplants and to fight cancer.
10817	Mental Recovery from a Riding Accident Riding accidents can cause more than just physical injury-- Teresa Hughes gives some advice on how to overcome your fears and enjoy riding again.	overcome	23	fears	25	3.0	overcome has property bad. Mental Recovery from a Riding Accident Riding accidents can cause more than just physical injury-- Teresa Hughes gives some advice on how to overcome your fears and enjoy riding again.
10819	Help them become learners who will be able to find and make good use of the knowledge that they need when they need it, whether that means finding an answer online or taking a college course to deepen their understanding.	deepen	37	understanding	39	3.0	deepen has property good. Help them become learners who will be able to find and make good use of the knowledge that they need when they need it, whether that means finding an answer online or taking a college course to deepen their understanding.
10822	Our ultimate objective was to produce a set of scholarly but widely accessible and policy-relevant essays on the implications of the recent wave of less-skilled immigrants to the metropolitan area.	wave	22	immigrants	25	3.0	wave has property soothe. Our ultimate objective was to produce a set of scholarly but widely accessible and policy-relevant essays on the implications of the recent wave of less-skilled immigrants to the metropolitan area.
10826	Students read a wide range of literature from many periods in many genres to build an understanding of the many dimensions (e.g., philosophical, ethical, aesthetic) of human experience.	build	14	understanding	16	3.0	build has property tall. Students read a wide range of literature from many periods in many genres to build an understanding of the many dimensions (e.g., philosophical, ethical, aesthetic) of human experience.
10827	The program, which is a collaborative effort of the College of Education and the Department of Mathematics and Statistics, is designed to provide opportunities for mathematics teachers to deepen their understanding of mathematics by learning advanced mathematical topics in relation to the mathematics they actually teach.	deepen	28	understanding	30	3.0	deepen has property good. The program, which is a collaborative effort of the College of Education and the Department of Mathematics and Statistics, is designed to provide opportunities for mathematics teachers to deepen their understanding of mathematics by learning advanced mathematical topics in relation to the mathematics they actually teach.
10830	Then he starts visualizing those ideas with sketches.	visualizing	3	ideas	5	3.0	visualizing has property fun. Then he starts visualizing those ideas with sketches.
10833	As an example, one can mention that van Vleck's ideas have played a central role for the development of the laser, whereas the technical development of amorphous materials like glass, which is now going on, would be unthinkable without Mott's and Anderson's contributions to the fundamental theory.	played	11	ideas	9	3.0	played has property fun. As an example, one can mention that van Vleck's ideas have played a central role for the development of the laser, whereas the technical development of amorphous materials like glass, which is now going on, would be unthinkable without Mott's and Anderson's contributions to the fundamental theory.
10842	Without corrective action, in the foreseeable future there will be no drugs that can fight common pneumonia and many other ailments.	fight	14	pneumonia	16	3.0	fight has property bad. Without corrective action, in the foreseeable future there will be no drugs that can fight common pneumonia and many other ailments.
10845	Judd stars in the movie as a psychiatrist battling depression.	battling	8	depression	9	3.0	battling has property dangerous. Judd stars in the movie as a psychiatrist battling depression.
10851	I've always seen _Puppet_Masters_ as Heinlein's response to his growing fear of the spread of Soviet-style communism.	growing	9	fear	10	3.0	growing has property good. I've always seen _Puppet_Masters_ as Heinlein's response to his growing fear of the spread of Soviet-style communism.
10863	In a world with folks who at times play religion better than live real life in Christ everyday, these folks are the real deal.	play	8	religion	9	3.0	play has property fun. In a world with folks who at times play religion better than live real life in Christ everyday, these folks are the real deal.
10866	The soul purpose of your contact info is as an ongoing improvement of this site, so as to help anyone else with a burning desire to learn and understand more about comic books and comic book collecting.	burning	23	desire	24	3.0	burning has property dangerous. The soul purpose of your contact info is as an ongoing improvement of this site, so as to help anyone else with a burning desire to learn and understand more about comic books and comic book collecting.
10868	Speak of the devil, here's an article about one of the billboards, and a sort of religious billboard war:	war	18	religious	16	3.0	war has property bad. Speak of the devil, here's an article about one of the billboards, and a sort of religious billboard war:
10869	Another common fear of commitment can stem from a fear of giving up freedom.	stem	6	fear	9	3.0	stem has property green. Another common fear of commitment can stem from a fear of giving up freedom.
10876	Floating Ideas™	Floating	0	Ideas	1	3.0	Floating has property fun. Floating Ideas™
10879	Does God answer prayers, or do we—by ardently pursuing our heart's desires—answer our own prayers, gift and bless ourselves?	heart	10	desires	11	3.0	heart has property strong. Does God answer prayers, or do we—by ardently pursuing our heart's desires—answer our own prayers, gift and bless ourselves?
10885	Use this timely and informative two-part series to deepen your understanding of media influence and to train students to critically analyze media messages before accepting them.	deepen	8	understanding	10	3.0	deepen has property good. Use this timely and informative two-part series to deepen your understanding of media influence and to train students to critically analyze media messages before accepting them.
10886	I think what it means is that there is a marketplace of ideas, a notion that was widely accepted in this country a generation or two ago, and that we somehow have moved away from; in that marketplace of ideas, it is clear that the European ideas about order, hierarchy, the ability to distinguish--discrimination as a positive function--not against people, but against weaker ideas, weaker ways of doing things--those have prevailed, they have been taken up all over the world.	weaker	64	ideas	63	3.0	weaker has property bad. I think what it means is that there is a marketplace of ideas, a notion that was widely accepted in this country a generation or two ago, and that we somehow have moved away from; in that marketplace of ideas, it is clear that the European ideas about order, hierarchy, the ability to distinguish--discrimination as a positive function--not against people, but against weaker ideas, weaker ways of doing things--those have prevailed, they have been taken up all over the world.
10887	The township has awarded a contract for construction of a new well, and officials say they have high hopes the project will be completed by the summer.	high	17	hopes	18	3.0	high has property low than low. The township has awarded a contract for construction of a new well, and officials say they have high hopes the project will be completed by the summer.
10889	Thus the very enterprise of constructing a system of ideas that gives meaning to life and that contains (or entails) ethical principles based on natural history is bound to fail.	system	7	ideas	9	3.0	system has property complex. Thus the very enterprise of constructing a system of ideas that gives meaning to life and that contains (or entails) ethical principles based on natural history is bound to fail.
10907	The American Jewish Committee - http://www.ajc.org Builds bridges of understanding across ethnic, national, racial and religious lines in America and around the world.	bridges	7	understanding	9	3.0	bridges has property dangerous. The American Jewish Committee - http://www.ajc.org Builds bridges of understanding across ethnic, national, racial and religious lines in America and around the world.
10911	Or is a synthesis of traditions occurring that is vitalising and strengthening our understanding?	strengthening	11	understanding	13	3.0	strengthening has property good. Or is a synthesis of traditions occurring that is vitalising and strengthening our understanding?
10913	Don't bribe them: If you tell your child that she can have a cookie if she finishes the broccoli, it will only reinforce the idea that broccoli is bad, and cookies are good.	reinforce	22	idea	24	3.0	reinforce has property useful. Don't bribe them: If you tell your child that she can have a cookie if she finishes the broccoli, it will only reinforce the idea that broccoli is bad, and cookies are good.
10914	It is possible to come to salvation through repentance after every sin committed, but if we lose the true faith, we lose unity with Christ and fall into unrepentant pride, which is that blasphemy against the Holy Spirit for which there is no forgiveness.	lose	21	faith	19	3.0	lose has property bad. It is possible to come to salvation through repentance after every sin committed, but if we lose the true faith, we lose unity with Christ and fall into unrepentant pride, which is that blasphemy against the Holy Spirit for which there is no forgiveness.
10915	In 2007, Francesco climbed Mt. Kilimanjaro to honor his mother's memory and raise funds to fight cancer.	fight	15	cancer	16	3.0	fight has property bad. In 2007, Francesco climbed Mt. Kilimanjaro to honor his mother's memory and raise funds to fight cancer.
10916	"He was the author of the first Jewish system of ethics, written in Arabic in 1040 under the title Al Hidayah ila Faraid al-hulub, ""Guide to the Duties of the Heart"", and translated into Hebrew by Judah ben Saul ibn Tibbon in 1161-1180 under the title Chovot ha-Levavot, 'Duties of the Heart'."	system	8	Jewish	7	3.0	"system has property complex. He was the author of the first Jewish system of ethics, written in Arabic in 1040 under the title Al Hidayah ila Faraid al-hulub, ""Guide to the Duties of the Heart"", and translated into Hebrew by Judah ben Saul ibn Tibbon in 1161-1180 under the title Chovot ha-Levavot, 'Duties of the Heart'."
10917	"""OCW reflect the idea that, as scholars and teachers, we wish to share freely the knowledge  that we generate through our research and teaching."	reflect	1	idea	3	3.0	"reflect has property reflective. ""OCW reflect the idea that, as scholars and teachers, we wish to share freely the knowledge  that we generate through our research and teaching."
10918	The basic idea evolved from an old card	evolved	3	idea	2	3.0	evolved has property good. The basic idea evolved from an old card
